area_type,availability,location,size,bath,balcony,total_m2,price_mDT
Super built-up  Area,Ready To Move,tibar,2 BHK,2,2,103.119,418.719377
Super built-up  Area,Ready To Move,siida,3 BHK,3,2,151.228194,948.4505838
Built-up  Area,Ready To Move,BYAGADADHENAHALLI,2 BHK,2,1,57.598,237.1126459
Plot  Area,Ready To Move,hesi farid,4 Bedroom,4,2,279.0716,3071.68655
Super built-up  Area,18-May,tborba,2 BHK,2,1,105.2557,560.4480722
Super built-up  Area,Ready To Move,mater,2 BHK,2,2,109.8078,889.1724223
Super built-up  Area,Ready To Move,twirf,3 BHK,3,3,139.35,1077.784754
Super built-up  Area,Ready To Move,sajnan,4 BHK,5,,362.31,3880.025115
Super built-up  Area,Ready To Move,kalaa khasba,2 BHK,2,2,111.48,625.1151575
Super built-up  Area,Ready To Move,manzel hbib,2 BHK,2,1,104.7912,525.8511816
Super built-up  Area,Ready To Move,dahmeni,3 BHK,,,217.8505,3157.90933
Built-up  Area,Ready To Move,JAYANAGAR,2 BHK,2,2,83.61,1185.56323
Built-up  Area,Ready To Move,omrane,2 BHK,2,1,102.19,485.0031394
Super built-up  Area,Ready To Move,bouselem,2 BHK,1,1,58.9915,237.1126459
Super built-up  Area,Ready To Move,bardo,4 BHK,3,,191.5598,1508.898656
Built-up  Area,Ready To Move,bradeaa,3 BHK,4,1,174.0946,1401.120181
Plot  Area,18-Apr,mnihla,4 Bedroom,3,2,55.74,840.6721084
Super built-up  Area,18-Jun,sabela,2 BHK,2,2,108.7859,808.3385657
Super built-up  Area,Ready To Move,fariena,3 BHK,3,3,187.658,916.1170412
Super built-up  Area,18-Jan,lemdina,2 BHK,2,2,98.3811,371.8357402
Super built-up  Area,Ready To Move,kabes ouest,3 BHK,2,1,122.1635,636.9707898
Super built-up  Area,Ready To Move,aarousa,3 BHK,3,2,163.504,1185.56323
Built-up  Area,Ready To Move,SAMPANGI RAMA NAGAR,2 Bedroom,2,1,111.48,1347.230943
Super built-up  Area,Ready To Move,mater,3 BHK,2,1,110.7368,668.2265477
Super built-up  Area,19-Jun,jarzouna,3 BHK,3,2,152.8205,1304.119553
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,116.125,776.0050231
Super built-up  Area,19-Dec,hesi farid,1 BHK,1,0,65.8661,370.5962878
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,1,124.486,829.8942608
Built-up  Area,Ready To Move,hamem lanf,3 BHK,4,3,221.8452,2575.905563
Super built-up  Area,18-Jun,tborba,2 BHK,2,1,127.18939,1120.896144
Super built-up  Area,Ready To Move,JALAHALLI WEST,2 BHK,2,3,125.8795,808.3385657
Built-up  Area,Ready To Move,aamra,2 BHK,2,2,106.835,700.5600903
Super built-up  Area,19-Dec,tibar,3 BHK,3,3,180.0402,1217.896772
Super built-up  Area,19-Jun,sfax ouest,4 BHK,4,3,228.7198,1336.453095
Super built-up  Area,Ready To Move,ariana soghra,3 BHK,3,2,151.9844,916.1170412
Super built-up  Area,Ready To Move,hrayrya,3 BHK,2,2,132.847,808.3385657
Super built-up  Area,Ready To Move,BEML LAYOUT 5TH STAGE,3 BHK,3,2,185.8,916.1170412
Carpet  Area,18-May,hammamet,3 BHK,2,2,92.2497,538.8923772
Plot  Area,Ready To Move,weslatya,4 Bedroom,4,1,117.054,1616.677131
Super built-up  Area,Ready To Move,aamdoun,3 BHK,3,3,157.93,948.4505838
Super built-up  Area,Ready To Move,fousena,2 BHK,2,2,117.983,840.6721084
Plot  Area,18-Apr,sidi hsin,3 Bedroom,3,1,139.35,1304.119553
Built-up  Area,Ready To Move,sbikha,3 BHK,3,3,213.67,3125.575787
Plot  Area,18-Mar,HUNASAMARANAHALLI,4 Bedroom,4,2,696.75,9700.062789
Super built-up  Area,Ready To Move,kalaa khasba,3 BHK,3,3,153.285,931.7449201
Super built-up  Area,Ready To Move,kabes ouest,2 BHK,2,1,103.0261,679.0043952
Super built-up  Area,Ready To Move,PRAGATHI NAGAR,2 BHK,2,1,118.912,536.1979153
Built-up  Area,Ready To Move,fariena,4 Bedroom,3,1,268.0165,1993.901795
Plot  Area,Ready To Move,nfidha,9 Bedroom,9,1,111.48,1562.787894
Plot  Area,Ready To Move,mogrin,3 Bedroom,3,2,148.64,1940.012558
Super built-up  Area,Ready To Move,kerouon sud,3 BHK,3,3,135.8198,765.2271756
Super built-up  Area,19-Mar,kalaa khasba,1 BHK,1,1,56.3903,377.224664
Super built-up  Area,Ready To Move,tastour,2 BHK,2,0,86.397,269.4461886
Plot  Area,17-Nov,bir hafye,4 Bedroom,5,2,418.05,3233.354263
Plot  Area,Ready To Move,kasserine sud,5 Bedroom,5,,111.48,1724.455607
Super built-up  Area,Ready To Move,dahmeni,3 BHK,3,1,241.54,2554.349868
Super built-up  Area,Ready To Move,seliena nord,4 BHK,4,2,278.7,1508.898656
Super built-up  Area,18-May,hammamet,3 BHK,3,2,131.7322,565.5136606
Built-up  Area,Ready To Move,RAMESH NAGAR,2 Bedroom,1,2,390.18,1724.455607
Built-up  Area,Ready To Move,hawarya,2 BHK,2,1,104.5125,700.5600903
Super built-up  Area,Ready To Move,hay gazela,3 BHK,3,2,169.5425,1358.00879
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,3,122.628,856.8388797
Built-up  Area,Ready To Move,seliena nord,4 Bedroom,4,2,278.7,1508.898656
Super built-up  Area,Ready To Move,ras jbal,3 BHK,2,2,138.421,3233.354263
Plot  Area,Ready To Move,8TH BLOCK KORAMANGALA,4 Bedroom,3,1,153.285,3233.354263
Super built-up  Area,20-Dec,hesi farid,2 BHK,2,1,69.675,567.9925655
Super built-up  Area,19-Dec,fousena,3 BHK,2,2,130.06,868.0478411
Super built-up  Area,Ready To Move,SATHYA SAI LAYOUT,4 BHK,4,3,381.2616,3880.025115
Built-up  Area,Ready To Move,fawar,4 BHK,4,0,464.5,4041.692829
Plot  Area,Ready To Move,kef west,5 Bedroom,4,2,306.1055,2802.240361
Plot  Area,Ready To Move,A NARAYANAPURA,4 Bedroom,3,1,106.835,1185.56323
Plot  Area,18-Jul,hesi farid,3 Bedroom,3,1,111.48,667.7954338
Built-up  Area,Ready To Move,hemma ouest,2 BHK,2,2,89.6485,517.3366821
Plot  Area,Ready To Move,mestir,1 Bedroom,1,1,75.4348,280.2240361
Super built-up  Area,Ready To Move,makther,2 BHK,2,2,102.19,463.4474443
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,109.622,441.8917493
Super built-up  Area,Ready To Move,benzert sud,2 BHK,2,2,106.3705,517.3366821
Super built-up  Area,Ready To Move,benzert nord,2 BHK,2,1,95.4083,474.2252919
Super built-up  Area,18-Apr,SILK BOARD,2 BHK,2,2,112.8735,537.2757
Plot  Area,Ready To Move,ghazela,2 Bedroom,2,0,111.48,808.3385657
Super built-up  Area,Ready To Move,tamghza,2 BHK,2,2,94.2935,625.1151575
Plot  Area,18-May,nadhour,3 Bedroom,3,1,222.96,1778.344845
Plot  Area,Ready To Move,hesi farid,4 Bedroom,4,3,278.7,3298.021348
Built-up  Area,Ready To Move,wardya,3 Bedroom,4,3,306.57,1724.455607
Super built-up  Area,Ready To Move,PUTTANAHALLI,2 BHK,2,2,99.9604,560.4480722
Super built-up  Area,18-Dec,seliena nord,2 BHK,2,1,120.77,1174.785382
Built-up  Area,Ready To Move,sajnan,2 BHK,2,2,120.77,1099.340449
Super built-up  Area,19-Jun,tborba,3 BHK,3,1,140.4648,1325.675248
Carpet  Area,18-Dec,mehres,3 BHK,3,1,97.86086,958.258425
Super built-up  Area,Ready To Move,douar hicher,1 BHK,1,0,56.2045,449.9212457
Super built-up  Area,Ready To Move,mornagya,2 BHK,2,1,107.1137,700.5600903
Plot  Area,Ready To Move,VIRAT NAGAR,2 Bedroom,2,1,193.232,1616.677131
Super built-up  Area,Ready To Move,mahdia,2 BHK,2,2,116.5895,743.6714805
Built-up  Area,Ready To Move,aamra,4 BHK,5,,,2802.240361
Super built-up  Area,Ready To Move,kalaa khasba,3 BHK,3,3,147.0607,1174.785382
Super built-up  Area,Ready To Move,KUNDALAHALLI COLONY,2 BHK,2,2,139.8145,970.0062789
Super built-up  Area,Ready To Move,nafta,3 BHK,2,2,126.8085,809.2007935
Plot  Area,Ready To Move,DWARKA NAGAR,3 Bedroom,3,3,111.48,1031.978902
Super built-up  Area,Ready To Move,AMBLIPURA,3 BHK,4,3,168.149,1595.121436
Built-up  Area,Ready To Move,jrisa,1 Bedroom,1,0,40.876,377.224664
Super built-up  Area,Ready To Move,jerba,2 BHK,2,1,90.5775,679.0043952
Super built-up  Area,Ready To Move,DODDAGUBBI,2 BHK,2,3,116.125,420.3360542
Super built-up  Area,Ready To Move,GOPALKRISHNA NAGAR,3 BHK,2,1,142.137,1045.451212
Super built-up  Area,Ready To Move,jandouba sud,3 BHK,2,2,120.77,420.3360542
Super built-up  Area,Ready To Move,madina l jadida,2 BHK,2,1,103.5835,431.1139017
Super built-up  Area,Ready To Move,tela,2 BHK,2,1,121.5132,894.5613461
Super built-up  Area,Ready To Move,kabes lemdina,2 BHK,2,2,110.9226,506.5588345
Super built-up  Area,Ready To Move,siida,3 BHK,2,2,138.421,642.3597136
Plot  Area,Ready To Move,aamra,4 Bedroom,4,0,929,4850.031394
Super built-up  Area,19-Apr,tela,3 BHK,3,1,147.8968,980.7841264
Super built-up  Area,18-Jun,fawar,2 BHK,2,0,113.5238,1207.118925
Super built-up  Area,Ready To Move,manzel hbib,2 BHK,2,2,117.7043,461.8307672
Super built-up  Area,Ready To Move,bouficha,1 BHK,1,1,60.9424,571.2259198
Plot  Area,Ready To Move,kelibia,4 Bedroom,4,3,315.86,5712.259198
Built-up  Area,Ready To Move,korba,4 BHK,5,,418.05,4311.139017
Plot  Area,18-Nov,rades,2 Bedroom,1,1,111.48,388.0025115
Super built-up  Area,Ready To Move,bradeaa,3 BHK,3,2,157.7442,1099.340449
Built-up  Area,Ready To Move,TATA NAGAR,3 BHK,3,2,139.35,754.449328
Plot  Area,Ready To Move,SUNKADAKATTE,4 Bedroom,5,0,185.8,862.2278034
Super built-up  Area,18-Mar,l mida,2 BHK,2,1,107.0208,708.643476
Super built-up  Area,Ready To Move,manzel hbib,1 BHK,1,0,51.095,226.3347984
Super built-up  Area,Ready To Move,matmata,2 BHK,2,2,83.61,452.6695968
Super built-up  Area,18-Mar,RAJARAJESHWARI NAGAR,3 BHK,2,2,130.989,486.2964811
Built-up  Area,Ready To Move,hrayrya,3 BHK,2,3,131.8251,786.7828706
Super built-up  Area,Ready To Move,omrane,2 BHK,2,1,111.48,592.7816149
Super built-up  Area,Ready To Move,kabarya,3 BHK,3,3,167.22,700.5600903
Super built-up  Area,Ready To Move,mestir,2 BHK,2,1,91.971,431.1139017
Super built-up  Area,Ready To Move,tela,2 BHK,2,1,94.3864,485.0031394
Super built-up  Area,Ready To Move,aamra,2 BHK,2,0,102.19,420.3360542
Built-up  Area,Ready To Move,ghbeli nord,4 BHK,2,1,78.965,700.5600903
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,1,101.7255,377.224664
Super built-up  Area,Ready To Move,RAJARAJESHWARINAGAR,3 BHK,3,2,185.8,916.1170412
Super built-up  Area,Ready To Move,ariana soghra,2 BHK,2,2,134.1476,754.449328
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,3,131.4535,722.1157854
Plot  Area,Ready To Move,JINKETHIMMANAHALLI,3 Bedroom,2,1,139.35,1401.120181
Super built-up  Area,Ready To Move,DAADYS GAARDEN LAYOUT,3 BHK,3,3,148.64,776.0050231
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,1,102.6545,445.7717744
Super built-up  Area,18-Dec,l mida,3 BHK,3,0,113.8025,485.3264749
Super built-up  Area,Ready To Move,manzel tmim,3 BHK,3,2,237.824,2856.129599
Super built-up  Area,Ready To Move,aamdoun,2 BHK,2,1,100.332,407.4026371
Plot  Area,Ready To Move,borj cedria,7 Bedroom,3,3,222.96,1616.677131
Super built-up  Area,18-Aug,mednin nord,3 BHK,3,2,172.4224,1455.009418
Super built-up  Area,Ready To Move,benzert nord,3 BHK,3,2,136.0056,603.5594624
Plot  Area,Ready To Move,VISHWAPRIYA NAGAR,6 Bedroom,6,2,195.09,765.2271756
Super built-up  Area,Ready To Move,tela,2 BHK,2,2,106.835,829.8942608
Plot  Area,Ready To Move,zouhour,5 Bedroom,4,1,111.48,1056.229059
Super built-up  Area,18-Dec,hesi farid,3 BHK,,,194.5326,1219.944563
Super built-up  Area,Ready To Move,manzah6,3 BHK,2,2,137.9565,722.1157854
Super built-up  Area,Ready To Move,VIMANAPURA,3 BHK,3,3,232.25,808.3385657
Plot  Area,18-Aug,hesi farid,2 Bedroom,2,1,111.48,485.0031394
Super built-up  Area,18-May,mater,2 BHK,2,1,96.2444,640.8508149
Plot  Area,Ready To Move,hesi farid,4 Bedroom,5,3,320.0405,2910.018837
Super built-up  Area,Ready To Move,DODSWORTH LAYOUT,2 BHK,2,2,130.06,862.2278034
Super built-up  Area,18-Jul,rouad,2 BHK,2,2,103.119,355.6689689
Built-up  Area,Ready To Move,jandouba nord,2 BHK,2,3,106.835,517.3366821
Super built-up  Area,Ready To Move,tamghza,1 BHK,1,1,66.4235,485.0031394
Plot  Area,Ready To Move,jrisa,4 Bedroom,4,0,111.48,1401.120181
Plot  Area,Ready To Move,fawar,5 Bedroom,3,1,111.48,2802.240361
Super built-up  Area,Ready To Move,aarousa,4 BHK,4,2,212.0907,1401.120181
Plot  Area,Ready To Move,1ST STAGE RADHA KRISHNA LAYOUT,6 Bedroom,5,1,166.291,2694.461886
Super built-up  Area,18-Apr,mornagya,3 BHK,2,2,134.9837,469.6985959
Built-up  Area,Ready To Move,rgueb,3 BHK,2,1,130.06,916.1170412
Super built-up  Area,Ready To Move,mzouna,3 BHK,3,0,130.06,700.5600903
Super built-up  Area,Ready To Move,hesi farid,3 BHK,3,1,157.93,1508.898656
Super built-up  Area,18-Dec,aamdoun,3 BHK,3,1,147.8039,1293.341705
Super built-up  Area,Ready To Move,rgueb,3 BHK,2,1,140.7435,851.4499559
Built-up  Area,Ready To Move,kalaa khasba,5 Bedroom,3,3,232.25,2155.569509
Super built-up  Area,18-Aug,rades,2 BHK,2,1,90.5775,267.9372899
Super built-up  Area,Ready To Move,douar hicher,3 BHK,2,2,128.3878,821.0564258
Plot  Area,Ready To Move,awled hafouz,7 Bedroom,5,2,162.575,3772.24664
Super built-up  Area,Ready To Move,SECTOR 1 HSR LAYOUT,3 BHK,3,2,142.4157,1616.677131
Super built-up  Area,18-Feb,fouchena,3 BHK,3,1,354.4135,8223.497675
Super built-up  Area,Ready To Move,AMARJYOTHI COLONY,2 BHK,2,2,102.19,409.5582066
Super built-up  Area,Ready To Move,DAIRY CIRCLE,4 BHK,6,2,346.517,4850.031394
Super built-up  Area,Ready To Move,akouda,3 BHK,2,1,139.35,1293.341705
Super built-up  Area,Ready To Move,fousena,3 BHK,2,2,129.2239,695.1711665
Super built-up  Area,Ready To Move,sfax ouest,2 BHK,2,2,107.764,462.5852165
Built-up  Area,Ready To Move,rades,1 BHK,1,1,57.598,291.0018837
Plot  Area,Ready To Move,MS PALLYA,8 Bedroom,9,3,222.96,3772.24664
Plot  Area,Ready To Move,mnihla,8 Bedroom,7,3,111.48,1401.120181
Built-up  Area,18-Jun,hesi farid,4 Bedroom,4,3,448.4283,4311.139017
Super built-up  Area,Ready To Move,aamdoun,3 BHK,3,3,137.6778,657.2331432
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,130.5245,910.7281174
Built-up  Area,Ready To Move,ksar hlel,2 BHK,2,2,110.551,431.1139017
Super built-up  Area,Ready To Move,tinja,2 BHK,2,1,109.0646,840.6721084
Plot  Area,Ready To Move,gafsa sud,2 Bedroom,2,0,107.2995,776.0050231
Super built-up  Area,19-Mar,bradeaa,3 BHK,3,1,131.0819,1002.770935
Super built-up  Area,Ready To Move,JALAHALLI WEST,2 BHK,2,0,69.2105,538.8923772
Super built-up  Area,Ready To Move,jandouba sud,2 BHK,2,2,92.9,323.3354263
Super built-up  Area,Ready To Move,bou arada,2 BHK,2,1,85.7467,538.8923772
Built-up  Area,Ready To Move,douar hicher,2 BHK,2,2,92.9,344.8911214
Super built-up  Area,Ready To Move,sakyet zit,2 BHK,2,2,118.5404,485.0031394
Built-up  Area,Ready To Move,DEVASTHANAGALU,3 BHK,3,2,135.634,754.449328
Super built-up  Area,19-Jul,YEMLUR,2 BHK,2,1,125.8795,1023.895517
Super built-up  Area,Ready To Move,AVALAHALLI,1 BHK,1,1,77.3857,528.1145296
Built-up  Area,Ready To Move,BAPUJI LAYOUT,8 Bedroom,8,,111.48,2963.908074
Plot  Area,Ready To Move,CAMBRIDGE LAYOUT,5 Bedroom,5,1,162.575,4850.031394
Super built-up  Area,18-Dec,ghbeli nord,2 BHK,2,1,111.48,517.3366821
Super built-up  Area,Ready To Move,douar hicher,1 BHK,1,1,62.1501,397.163682
Plot  Area,Ready To Move,wardya,3 Bedroom,4,2,204.38,1131.673992
Super built-up  Area,18-May,sbikha,3 BHK,3,,148.0826,1347.230943
Super built-up  Area,Ready To Move,kerouon sud,3 BHK,3,2,166.291,1131.673992
Super built-up  Area,Ready To Move,rmeda,2 BHK,2,1,94.758,485.0031394
Plot  Area,Ready To Move,DODDANEKUNDI,4 Bedroom,5,1,301.925,9161.170412
Super built-up  Area,Ready To Move,VASANTAPURA MAIN ROAD,2 BHK,2,1,96.3373,391.0203089
Super built-up  Area,Ready To Move,hesi farid,3 BHK,2,2,124.9505,614.33731
Super built-up  Area,Ready To Move,jandouba nord,2 BHK,2,3,99.403,463.4474443
Super built-up  Area,Ready To Move,SECTOR 6 HSR LAYOUT,4 BHK,5,,278.7,2910.018837
Super built-up  Area,Ready To Move,douar hicher,3 BHK,2,2,128.6665,821.0564258
Super built-up  Area,Ready To Move,aamdoun,2 BHK,2,2,112.1303,861.1500187
Super built-up  Area,Ready To Move,bir hafye,2 BHK,2,3,105.906,598.1705386
Built-up  Area,Ready To Move,BASAVANAPURA,2 BHK,2,2,113.338,732.8936329
Plot  Area,Ready To Move,CQAL LAYOUT,4 Bedroom,3,2,354.0419,5119.477583
Super built-up  Area,Ready To Move,sidi olwen,4 BHK,5,0,334.0684,2716.017581
Built-up  Area,Ready To Move,tela,3 BHK,3,3,182.5485,1293.341705
Built-up  Area,Ready To Move,sbikha,3 BHK,2,0,163.504,1239.452467
Super built-up  Area,18-Mar,benzert nord,2 BHK,2,1,113.8025,754.449328
Super built-up  Area,Ready To Move,kalaa khasba,2 BHK,2,2,99.8675,565.0825467
Built-up  Area,Ready To Move,kabes ouest,2 BHK,2,1,92.9,732.8936329
Super built-up  Area,Ready To Move,mater,3 BHK,3,1,175.6739,1174.785382
Super built-up  Area,Ready To Move,fousena,2 BHK,2,2,122.8138,926.8948887
Plot  Area,Ready To Move,MATHIKERE,3 Bedroom,3,0,101.7255,2317.237222
Built-up  Area,Ready To Move,sfax lemdina,4 Bedroom,4,0,334.44,2802.240361
Super built-up  Area,Ready To Move,kabarya,2 BHK,2,1,97.0805,394.2536631
Super built-up  Area,Ready To Move,VENUGOPAL REDDY LAYOUT,3 BHK,3,3,143.5305,916.1170412
Super built-up  Area,Ready To Move,bradeaa,3 BHK,3,2,185.4284,1455.009418
Super built-up  Area,Ready To Move,mnihla,2 BHK,2,2,104.5125,754.449328
Super built-up  Area,18-Apr,tataouin nord,3 BHK,3,1,144.924,1239.452467
Super built-up  Area,Ready To Move,kalaa soghra,3 BHK,2,2,185.8,916.1170412
Built-up  Area,Ready To Move,tataouin sud,4 BHK,4,2,287.99,3341.132738
Built-up  Area,Ready To Move,LAKE CITY,2 BHK,2,1,72.462,377.224664
Plot  Area,Ready To Move,LAKSHMIPURA,2 Bedroom,2,1,125.415,1185.56323
Super built-up  Area,Ready To Move,tela,3 BHK,4,2,211.3475,1940.012558
Super built-up  Area,Ready To Move,PRAGATHI NAGAR,2 BHK,2,2,125.415,441.8917493
Super built-up  Area,Ready To Move,benzert nord,3 BHK,3,3,136.0056,603.5594624
Super built-up  Area,Ready To Move,aamdoun,3 BHK,3,3,145.853,695.1711665
Super built-up  Area,Ready To Move,morneg,1 BHK,1,0,65.7732,305.2286424
Super built-up  Area,Ready To Move,tela,3 BHK,3,1,156.072,1724.455607
Super built-up  Area,Ready To Move,manzel bourguiba,2 BHK,2,1,130.06,883.7834985
Super built-up  Area,Ready To Move,sfax lemdina,2 BHK,2,2,121.699,776.0050231
Built-up  Area,Ready To Move,hammem sousse,6 Bedroom,6,3,306.57,1778.344845
Super built-up  Area,18-May,dar chaaben fehri,2 BHK,2,1,109.1575,614.33731
Built-up  Area,Ready To Move,ben arous,3 BHK,2,1,132.6612,862.2278034
Plot  Area,Ready To Move,hrayrya,4 Bedroom,4,2,69.675,668.2265477
Super built-up  Area,Ready To Move,hesi farid,4 BHK,4,3,302.1108,3017.797312
Super built-up  Area,Ready To Move,benzert nord,2 BHK,2,2,110.9226,495.780987
Plot  Area,Ready To Move,OLD TOWN,8 Bedroom,8,,69.675,2155.569509
Super built-up  Area,18-Jun,lemdina,2 BHK,2,2,100.332,377.224664
Super built-up  Area,Ready To Move,VIJAYA BANK LAYOUT,3 BHK,2,1,111.48,732.8936329
Plot  Area,17-Dec,hesi farid,2 Bedroom,2,1,111.48,485.0031394
Plot  Area,Ready To Move,OKALIPURA,5 Bedroom,4,3,111.48,1293.341705
Built-up  Area,18-Dec,sidi thebet,3 BHK,2,1,122.628,410.9593268
Super built-up  Area,20-Jan,sousse lemdina,3 BHK,3,2,171.1218,1239.452467
Super built-up  Area,Ready To Move,kasr,2 BHK,2,3,106.4634,592.7816149
Super built-up  Area,20-Aug,mareth,1 BHK,1,1,40.876,301.7797312
Super built-up  Area,Ready To Move,kasserine sud,2 BHK,2,3,97.3592,538.8923772
Super built-up  Area,Ready To Move,bradeaa,3 BHK,3,1,167.3129,1239.452467
Super built-up  Area,19-Mar,mater,2 BHK,2,1,114.4528,750.2459675
Super built-up  Area,Ready To Move,hesi farid,2 BHK,2,2,106.835,970.0062789
Super built-up  Area,21-Mar,mednin nord,3 BHK,3,1,173.5372,1293.341705
Super built-up  Area,18-Apr,sfax sud,3 BHK,2,2,134.2405,507.6366193
Super built-up  Area,Ready To Move,sajnan,3 BHK,2,3,136.1914,1508.898656
Built-up  Area,Ready To Move,tinja,3 BHK,3,2,160.717,1077.784754
Super built-up  Area,18-Dec,seliena nord,3 BHK,3,2,358.594,4332.694712
Super built-up  Area,Ready To Move,zanouch,2 BHK,2,3,110.0865,754.449328
Built-up  Area,Ready To Move,douar hicher,3 BHK,4,3,281.2083,2802.240361
Built-up  Area,20-Dec,hesi farid,4 BHK,4,3,222.96,1584.343589
Built-up  Area,Ready To Move,dakach,2 BHK,2,1,110.0865,528.1145296
Super built-up  Area,18-Aug,HONGASANDRA,2 BHK,2,2,106.835,528.1145296
Plot  Area,Ready To Move,MARUTHI EXTENSION,5 Bedroom,4,2,185.8,1940.012558
Plot  Area,Ready To Move,VIDYAPEETA,6 Bedroom,3,1,81.2875,1056.229059
Super built-up  Area,Ready To Move,kabes sud,2 BHK,2,2,99.8675,377.224664
Super built-up  Area,Ready To Move,jarzouna,3 BHK,3,2,163.504,1325.675248
Super built-up  Area,Ready To Move,nfidha,2 BHK,2,1,148.64,689.5666858
Plot  Area,Ready To Move,MADIWALA,4 Bedroom,4,1,84.539,1508.898656
Super built-up  Area,Ready To Move,benzert nord,2 BHK,2,1,92.9,840.6721084
Super built-up  Area,Ready To Move,wardya,2 BHK,2,2,112.8735,970.0062789
Super built-up  Area,Ready To Move,hawarya,3 BHK,3,3,161.0886,1347.230943
Super built-up  Area,Ready To Move,hrayrya,2 BHK,2,1,118.912,646.6708526
Super built-up  Area,Ready To Move,mareth,2 BHK,2,1,103.3977,592.7816149
Super built-up  Area,Ready To Move,borj l emri,2 BHK,2,2,118.1688,517.3366821
Built-up  Area,Ready To Move,jandouba sud,3 BHK,3,2,115.196,441.8917493
Built-up  Area,Ready To Move,bir hafye,8 Bedroom,8,3,65.4016,991.561974
Super built-up  Area,Ready To Move,fousena,2 BHK,2,1,102.19,754.449328
Super built-up  Area,19-Apr,tahrir,2 BHK,2,1,83.2384,324.7365465
Super built-up  Area,Ready To Move,mareth,4 BHK,5,,339.7353,2371.126459
Super built-up  Area,Ready To Move,kalaa kobra,2 BHK,2,0,111.48,377.224664
Built-up  Area,Ready To Move,gubeli sud,4 BHK,4,3,260.12,1670.566369
Super built-up  Area,19-Jun,jarzouna,4 BHK,4,3,259.191,2134.013814
Built-up  Area,Ready To Move,tahrir,3 BHK,3,,325.15,2134.013814
Built-up  Area,Ready To Move,ghbeli nord,3 Bedroom,3,2,334.44,1616.677131
Built-up  Area,Ready To Move,fariena,2 BHK,2,2,139.35,323.3354263
Plot  Area,Ready To Move,MEENAKSHI LAYOUT,8 Bedroom,7,0,111.48,2371.126459
Super built-up  Area,Ready To Move,S R LAYOUT,2 BHK,2,2,101.8184,517.3366821
Built-up  Area,Ready To Move,CHOLANAYAKANAHALLI,2 Bedroom,2,0,53.882,1023.895517
Super built-up  Area,Ready To Move,GD LAYOUT,2 BHK,2,1,101.6326,474.2252919
Super built-up  Area,Ready To Move,VITTAL NAGAR,2 BHK,2,2,102.19,528.1145296
Super built-up  Area,Ready To Move,sidi olwen,4 BHK,5,0,277.53875,2058.568881
Super built-up  Area,19-Sep,sbikha,4 BHK,6,2,232.5287,3502.800451
Super built-up  Area,Ready To Move,rgueb,2 BHK,2,2,106.3705,431.1139017
Super built-up  Area,Ready To Move,mareth,3 BHK,3,2,143.995,802.949642
